"","cp","prov","month","location","unemployement","men_s24","men_b24_44","men_g44","women_s24","women_b24_44","women_g44","agriculture","industry","construction","services","previously_unemployed"
"6333",42116,"SORIA","Abril","MIÑO DE SAN ESTEBAN",0,NA,NA,0,NA,NA,0,NA,NA,NA,0,0
"6334",42117,"SORIA","Abril","MOLINOS DE DUERO",8,1,3,3,0,1,NA,1,0,NA,7,NA
"6335",42118,"SORIA","Abril","MOMBLONA",0,NA,0,NA,NA,0,NA,NA,0,NA,0,NA
"6336",42119,"SORIA","Abril","MONTEAGUDO DE LAS VICARIAS",4,1,0,0,NA,3,NA,NA,1,0,3,NA
"6337",42120,"SORIA","Abril","MONTEJO DE TIERMES",2,NA,0,0,NA,1,1,NA,NA,NA,2,NA
"6338",42121,"SORIA","Abril","MONTENEGRO DE CAMEROS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6339",42123,"SORIA","Abril","MORON DE ALMAZAN",4,1,NA,2,0,1,0,0,0,NA,3,1
"6340",42124,"SORIA","Abril","MURIEL DE LA FUENTE",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"6341",42125,"SORIA","Abril","MURIEL VIEJO",3,NA,1,1,NA,1,NA,1,NA,NA,2,NA
"6342",42127,"SORIA","Abril","NAFRIA DE UCERO",1,NA,NA,1,NA,NA,0,1,0,NA,0,NA
"6343",42128,"SORIA","Abril","NARROS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6344",42129,"SORIA","Abril","NAVALENO",48,3,2,12,5,13,13,0,17,2,28,1
"6345",42130,"SORIA","Abril","NEPAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6346",42131,"SORIA","Abril","NOLAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6347",42132,"SORIA","Abril","NOVIERCAS",6,1,0,2,NA,2,1,NA,NA,0,5,1
"6348",42134,"SORIA","Abril","OLVEGA",182,8,40,33,10,47,44,3,59,4,109,7
"6349",42135,"SORIA","Abril","ONCALA",2,NA,0,0,NA,2,NA,NA,NA,NA,2,NA
"6350",42139,"SORIA","Abril","PINILLA DEL CAMPO",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0
"6351",42140,"SORIA","Abril","PORTILLO DE SORIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6352",42141,"SORIA","Abril","POVEDA DE SORIA, LA",3,NA,1,1,NA,NA,1,1,NA,0,2,NA
"6353",42142,"SORIA","Abril","POZALMURO",2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA
"6354",42144,"SORIA","Abril","QUINTANA REDONDA",21,2,1,8,0,8,2,3,0,1,17,0
"6355",42145,"SORIA","Abril","QUINTANAS DE GORMAZ",5,1,0,3,0,0,1,0,0,1,4,NA
"6356",42148,"SORIA","Abril","QUIÑONERIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6357",42149,"SORIA","Abril","RABANOS, LOS",19,1,1,9,3,1,4,1,1,1,15,1
"6358",42151,"SORIA","Abril","REBOLLAR",1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA
"6359",42152,"SORIA","Abril","RECUERDA",3,NA,NA,2,NA,0,1,NA,1,1,1,NA
"6360",42153,"SORIA","Abril","RELLO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6361",42154,"SORIA","Abril","RENIEBLAS",5,NA,0,2,NA,2,1,1,NA,NA,4,NA
"6362",42155,"SORIA","Abril","RETORTILLO DE SORIA",5,NA,NA,3,NA,NA,2,NA,NA,NA,5,NA
"6363",42156,"SORIA","Abril","REZNOS",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"6364",42157,"SORIA","Abril","RIBA DE ESCALOTE, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6365",42158,"SORIA","Abril","RIOSECO DE SORIA",5,NA,0,2,NA,2,1,NA,NA,2,3,NA
"6366",42159,"SORIA","Abril","ROLLAMIENTA",2,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA
"6367",42160,"SORIA","Abril","ROYO, EL",8,1,0,2,2,1,2,1,1,1,4,1
"6368",42161,"SORIA","Abril","SALDUERO",13,2,1,5,0,3,2,0,2,1,10,NA
"6369",42162,"SORIA","Abril","SAN ESTEBAN DE GORMAZ",101,5,16,30,11,18,21,12,15,7,60,7
"6370",42163,"SORIA","Abril","SAN FELICES",10,2,1,3,1,NA,3,1,1,NA,7,1
"6371",42164,"SORIA","Abril","SAN LEONARDO DE YAGÜE",131,3,20,40,3,32,33,13,47,7,62,2
"6372",42165,"SORIA","Abril","SAN PEDRO MANRIQUE",34,4,3,12,2,7,6,5,6,2,19,2
"6373",42166,"SORIA","Abril","SANTA CRUZ DE YANGUAS",2,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA
"6374",42167,"SORIA","Abril","SANTA MARIA DE HUERTA",11,NA,1,4,NA,2,4,0,3,0,8,NA
"6375",42168,"SORIA","Abril","SANTA MARIA DE LAS HOYAS",7,NA,2,3,NA,NA,2,NA,NA,2,5,NA
"6376",42171,"SORIA","Abril","SERON DE NAGIMA",3,1,1,NA,NA,1,NA,NA,0,0,3,NA
"6377",42172,"SORIA","Abril","SOLIEDRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6378",42173,"SORIA","Abril","SORIA",2221,161,424,456,122,556,502,121,214,152,1517,217
"6379",42174,"SORIA","Abril","SOTILLO DEL RINCON",10,1,2,3,NA,2,2,1,0,1,8,0
"6380",42175,"SORIA","Abril","SUELLACABRAS",1,NA,NA,0,NA,NA,1,NA,1,0,NA,NA
"6381",42176,"SORIA","Abril","TAJAHUERCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6382",42177,"SORIA","Abril","TAJUECO",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
"6383",42178,"SORIA","Abril","TALVEILA",4,NA,0,4,NA,NA,0,NA,1,NA,3,NA
"6384",42181,"SORIA","Abril","TARDELCUENDE",12,0,6,3,NA,2,1,0,4,1,7,NA
"6385",42182,"SORIA","Abril","TARODA",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"6386",42183,"SORIA","Abril","TEJADO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6387",42184,"SORIA","Abril","TORLENGUA",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"6388",42185,"SORIA","Abril","TORREBLACOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6389",42187,"SORIA","Abril","TORRUBIA DE SORIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6390",42188,"SORIA","Abril","TREVAGO",2,NA,NA,0,NA,1,1,NA,NA,NA,1,1
"6391",42189,"SORIA","Abril","UCERO",7,NA,2,1,0,2,2,1,2,0,4,NA
"6392",42190,"SORIA","Abril","VADILLO",3,NA,1,0,NA,2,NA,NA,1,NA,2,NA
"6393",42191,"SORIA","Abril","VALDEAVELLANO DE TERA",9,NA,0,3,NA,3,3,NA,NA,0,9,0
"6394",42192,"SORIA","Abril","VALDEGEÑA",2,NA,NA,1,NA,NA,1,NA,1,NA,1,NA
"6395",42193,"SORIA","Abril","VALDELAGUA DEL CERRO",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"6396",42194,"SORIA","Abril","VALDEMALUQUE",4,NA,NA,3,NA,NA,1,2,0,NA,2,NA
"6397",42195,"SORIA","Abril","VALDENEBRO",8,NA,2,3,NA,0,3,3,NA,1,4,0
"6398",42196,"SORIA","Abril","VALDEPRADO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6399",42197,"SORIA","Abril","VALDERRODILLA",1,NA,0,NA,NA,NA,1,NA,0,NA,1,NA
"6400",42198,"SORIA","Abril","VALTAJEROS",1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"6401",42200,"SORIA","Abril","VELAMAZAN",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"6402",42201,"SORIA","Abril","VELILLA DE LA SIERRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6403",42202,"SORIA","Abril","VELILLA DE LOS AJOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6404",42204,"SORIA","Abril","VIANA DE DUERO",2,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA
"6405",42205,"SORIA","Abril","VILLACIERVOS",1,NA,0,1,NA,NA,NA,NA,0,NA,1,NA
"6406",42206,"SORIA","Abril","VILLANUEVA DE GORMAZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6407",42207,"SORIA","Abril","VILLAR DEL ALA",1,NA,0,NA,NA,NA,1,NA,0,NA,1,NA
"6408",42208,"SORIA","Abril","VILLAR DEL CAMPO",1,NA,NA,0,NA,NA,1,NA,NA,0,1,NA
"6409",42209,"SORIA","Abril","VILLAR DEL RIO",6,NA,2,2,0,1,1,NA,2,NA,4,NA
"6410",42211,"SORIA","Abril","VILLARES DE SORIA, LOS",0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA
"6411",42212,"SORIA","Abril","VILLASAYAS",1,1,0,0,NA,0,NA,0,1,NA,0,NA
"6412",42213,"SORIA","Abril","VILLASECA DE ARCIEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6413",42215,"SORIA","Abril","VINUESA",33,0,0,11,0,9,13,1,4,1,26,1
"6414",42216,"SORIA","Abril","VIZMANOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6415",42217,"SORIA","Abril","VOZMEDIANO",1,NA,1,0,NA,NA,0,0,1,NA,0,NA
"6416",42218,"SORIA","Abril","YANGUAS",2,NA,0,1,NA,1,0,NA,1,NA,1,NA
"6417",42219,"SORIA","Abril","YELO",3,NA,1,1,NA,1,NA,NA,NA,NA,3,NA
"6418",38001,"STA. CRUZ DE TENERIFE","Abril","ADEJE",4856,207,1148,910,169,1297,1125,43,75,207,4426,105
"6419",38002,"STA. CRUZ DE TENERIFE","Abril","AGULO",89,6,17,26,4,14,22,22,NA,7,55,5
"6420",38003,"STA. CRUZ DE TENERIFE","Abril","ALAJERO",160,9,38,45,5,30,33,13,2,15,125,5
"6421",38004,"STA. CRUZ DE TENERIFE","Abril","ARAFO",612,15,106,156,18,134,183,18,47,58,457,32
"6422",38005,"STA. CRUZ DE TENERIFE","Abril","ARICO",849,38,154,234,24,203,196,30,79,101,603,36
"6423",38006,"STA. CRUZ DE TENERIFE","Abril","ARONA",10879,450,2283,2383,429,2638,2696,163,246,765,9415,290
"6424",38007,"STA. CRUZ DE TENERIFE","Abril","BARLOVENTO",201,4,32,58,1,35,71,23,7,20,132,19
"6425",38008,"STA. CRUZ DE TENERIFE","Abril","BREÑA ALTA",804,28,138,202,13,174,249,44,40,84,591,45
"6426",38009,"STA. CRUZ DE TENERIFE","Abril","BREÑA BAJA",574,15,106,143,18,141,151,22,22,48,452,30
"6427",38010,"STA. CRUZ DE TENERIFE","Abril","BUENAVISTA DEL NORTE",557,26,94,156,22,108,151,42,12,43,411,49
"6428",38011,"STA. CRUZ DE TENERIFE","Abril","CANDELARIA",2657,87,447,581,70,650,822,33,165,208,2082,169
"6429",38012,"STA. CRUZ DE TENERIFE","Abril","FASNIA",305,11,58,103,3,65,65,14,27,53,197,14
"6430",38013,"STA. CRUZ DE TENERIFE","Abril","FRONTERA",315,8,64,102,8,55,78,26,24,45,200,20
"6431",38014,"STA. CRUZ DE TENERIFE","Abril","FUENCALIENTE DE LA PALMA",140,4,25,33,7,35,36,4,8,13,106,9
"6432",38015,"STA. CRUZ DE TENERIFE","Abril","GARACHICO",592,17,106,163,23,123,160,26,18,59,437,52
"6433",38016,"STA. CRUZ DE TENERIFE","Abril","GARAFIA",186,5,36,52,5,50,38,20,4,12,133,17
"6434",38017,"STA. CRUZ DE TENERIFE","Abril","GRANADILLA DE ABONA",6617,277,1314,1427,251,1669,1679,119,195,604,5396,303
"6435",38018,"STA. CRUZ DE TENERIFE","Abril","GUANCHA, LA",646,18,116,162,14,160,176,33,23,130,412,48
"6436",38019,"STA. CRUZ DE TENERIFE","Abril","GUIA DE ISORA",2402,128,505,519,99,576,575,117,52,195,1939,99
"6437",38020,"STA. CRUZ DE TENERIFE","Abril","GÜIMAR",2593,55,493,676,48,676,645,85,142,302,1956,108
"6438",38021,"STA. CRUZ DE TENERIFE","Abril","HERMIGUA",187,6,25,72,1,37,46,37,1,29,116,4
"6439",38022,"STA. CRUZ DE TENERIFE","Abril","ICOD DE LOS VINOS",3249,102,603,850,114,741,839,110,140,525,2247,227
"6440",38024,"STA. CRUZ DE TENERIFE","Abril","LLANOS DE ARIDANE, LOS",2356,63,389,518,74,552,760,76,60,266,1725,229
"6441",38025,"STA. CRUZ DE TENERIFE","Abril","MATANZA DE ACENTEJO, LA",1200,36,231,334,30,252,317,34,59,218,801,88
"6442",38026,"STA. CRUZ DE TENERIFE","Abril","OROTAVA, LA",5327,179,922,1290,196,1195,1545,78,179,754,3898,418
"6443",38027,"STA. CRUZ DE TENERIFE","Abril","PASO, EL",857,31,134,227,23,200,242,35,36,112,610,64
"6444",38901,"STA. CRUZ DE TENERIFE","Abril","PINAR DE EL HIERRO, EL",147,3,25,45,3,34,37,13,3,13,113,5
"6445",38028,"STA. CRUZ DE TENERIFE","Abril","PUERTO DE LA CRUZ",3780,123,681,904,121,830,1121,35,79,213,3276,177
"6446",38029,"STA. CRUZ DE TENERIFE","Abril","PUNTAGORDA",217,10,44,61,4,47,51,14,6,33,146,18
"6447",38030,"STA. CRUZ DE TENERIFE","Abril","PUNTALLANA",207,5,33,46,8,52,63,18,12,56,105,16
"6448",38031,"STA. CRUZ DE TENERIFE","Abril","REALEJOS, LOS",4911,185,829,1213,158,1062,1464,89,174,794,3523,331
"6449",38032,"STA. CRUZ DE TENERIFE","Abril","ROSARIO, EL",1598,66,303,371,54,412,392,33,91,151,1202,121
"6450",38033,"STA. CRUZ DE TENERIFE","Abril","SAN ANDRES Y SAUCES",346,7,56,86,8,85,104,26,16,33,234,37
"6451",38023,"STA. CRUZ DE TENERIFE","Abril","SAN CRISTOBAL DE LA LAGUNA",18894,644,3694,4461,669,4352,5074,268,947,2103,13842,1734
"6452",38034,"STA. CRUZ DE TENERIFE","Abril","SAN JUAN DE LA RAMBLA",613,21,105,166,11,144,166,24,32,107,417,33
"6453",38035,"STA. CRUZ DE TENERIFE","Abril","SAN MIGUEL DE ABONA",1999,86,386,418,78,551,480,37,54,169,1660,79
"6454",38036,"STA. CRUZ DE TENERIFE","Abril","SAN SEBASTIAN DE LA GOMERA",815,25,158,202,19,204,207,96,17,105,554,43
"6455",38037,"STA. CRUZ DE TENERIFE","Abril","SANTA CRUZ DE LA PALMA",1826,56,352,448,37,382,551,99,70,188,1329,140
"6456",38038,"STA. CRUZ DE TENERIFE","Abril","SANTA CRUZ DE TENERIFE",24939,838,4741,6252,778,5602,6728,299,1129,2317,19282,1912
"6457",38039,"STA. CRUZ DE TENERIFE","Abril","SANTA URSULA",1973,85,329,503,61,436,559,34,63,290,1409,177
"6458",38040,"STA. CRUZ DE TENERIFE","Abril","SANTIAGO DEL TEIDE",969,41,176,195,45,254,258,17,17,57,844,34
"6459",38041,"STA. CRUZ DE TENERIFE","Abril","SAUZAL, EL",1017,36,202,277,26,225,251,20,51,211,666,69
"6460",38042,"STA. CRUZ DE TENERIFE","Abril","SILOS, LOS",601,22,111,138,21,138,171,41,18,56,445,41
"6461",38043,"STA. CRUZ DE TENERIFE","Abril","TACORONTE",3075,99,609,743,87,728,809,58,145,519,2113,240
"6462",38044,"STA. CRUZ DE TENERIFE","Abril","TANQUE, EL",388,14,69,94,19,88,104,25,8,53,283,19
"6463",38045,"STA. CRUZ DE TENERIFE","Abril","TAZACORTE",573,28,89,155,19,126,156,51,8,70,394,50
"6464",38046,"STA. CRUZ DE TENERIFE","Abril","TEGUESTE",1166,37,214,288,24,281,322,24,66,142,853,81
"6465",38047,"STA. CRUZ DE TENERIFE","Abril","TIJARAFE",227,5,48,61,7,43,63,15,6,28,152,26
"6466",38049,"STA. CRUZ DE TENERIFE","Abril","VALLE GRAN REY",305,17,54,115,7,53,59,21,4,37,232,11
"6467",38050,"STA. CRUZ DE TENERIFE","Abril","VALLEHERMOSO",235,8,28,91,3,38,67,57,9,29,130,10
"6468",38048,"STA. CRUZ DE TENERIFE","Abril","VALVERDE",395,9,74,125,5,84,98,22,11,30,303,29
"6469",38051,"STA. CRUZ DE TENERIFE","Abril","VICTORIA DE ACENTEJO, LA",1295,46,245,367,34,277,326,32,57,299,801,106
"6470",38052,"STA. CRUZ DE TENERIFE","Abril","VILAFLOR",167,2,26,46,8,33,52,7,5,14,135,6
"6471",38053,"STA. CRUZ DE TENERIFE","Abril","VILLA DE MAZO",495,20,72,151,11,96,145,41,7,90,322,35
"6472",43001,"TARRAGONA","Abril","AIGUAMURCIA",73,6,10,19,3,15,20,3,8,6,51,5
"6473",43002,"TARRAGONA","Abril","ALBINYANA",202,14,35,54,10,46,43,4,19,24,146,9
"6474",43003,"TARRAGONA","Abril","ALBIOL, L'",26,1,2,8,1,8,6,0,1,4,21,NA
"6475",43004,"TARRAGONA","Abril","ALCANAR",496,16,101,127,16,108,128,60,41,47,331,17
"6476",43005,"TARRAGONA","Abril","ALCOVER",365,16,70,82,16,76,105,12,64,32,243,14
"6477",43904,"TARRAGONA","Abril","ALDEA, L'",260,11,44,57,9,61,78,16,40,28,166,10
"6478",43006,"TARRAGONA","Abril","ALDOVER",39,0,4,12,3,12,8,3,5,2,22,7
"6479",43007,"TARRAGONA","Abril","ALEIXAR, L'",41,0,5,10,3,12,11,2,5,7,27,NA
"6480",43008,"TARRAGONA","Abril","ALFARA DE CARLES",23,1,5,8,NA,3,6,4,2,3,13,1
"6481",43009,"TARRAGONA","Abril","ALFORJA",120,7,23,26,2,27,35,1,21,16,77,5
"6482",43010,"TARRAGONA","Abril","ALIO",21,NA,4,4,1,5,7,0,5,2,14,NA
"6483",43011,"TARRAGONA","Abril","ALMOSTER",56,3,7,8,3,11,24,NA,6,6,41,3
"6484",43012,"TARRAGONA","Abril","ALTAFULLA",266,6,43,58,13,54,92,1,15,20,216,14
"6485",43013,"TARRAGONA","Abril","AMETLLA DE MAR, L'",415,11,57,104,18,94,131,20,19,43,308,25
"6486",43906,"TARRAGONA","Abril","AMPOLLA, L'",206,5,36,46,6,43,70,8,19,23,149,7
"6487",43014,"TARRAGONA","Abril","AMPOSTA",1490,64,255,312,73,373,413,107,141,135,1015,92
"6488",43016,"TARRAGONA","Abril","ARBOÇ, L'",460,19,96,98,20,116,111,18,60,35,315,32
"6489",43015,"TARRAGONA","Abril","ARBOLI",13,NA,2,3,NA,4,4,1,2,NA,10,NA
"6490",43017,"TARRAGONA","Abril","ARGENTERA, L'",4,0,1,2,NA,1,0,NA,NA,NA,4,0
"6491",43018,"TARRAGONA","Abril","ARNES",9,2,1,2,NA,2,2,1,NA,0,7,1
"6492",43019,"TARRAGONA","Abril","ASCO",74,0,14,12,1,30,17,12,4,2,51,5
"6493",43020,"TARRAGONA","Abril","BANYERES DEL PENEDES",249,16,49,57,9,60,58,14,33,18,174,10
"6494",43021,"TARRAGONA","Abril","BARBERA DE LA CONCA",26,1,6,6,NA,7,6,0,6,2,17,1
"6495",43022,"TARRAGONA","Abril","BATEA",58,2,10,10,5,12,19,12,14,4,26,2
"6496",43023,"TARRAGONA","Abril","BELLMUNT DEL PRIORAT",21,2,5,2,1,4,7,4,5,1,11,NA
"6497",43024,"TARRAGONA","Abril","BELLVEI",191,7,29,46,12,52,45,7,15,19,140,10
"6498",43025,"TARRAGONA","Abril","BENIFALLET",30,1,3,6,0,7,13,0,2,2,26,NA
"6499",43026,"TARRAGONA","Abril","BENISSANET",39,3,12,7,2,5,10,16,3,4,15,1
"6500",43027,"TARRAGONA","Abril","BISBAL DE FALSET, LA",8,1,1,2,NA,2,2,2,1,0,5,0
"6501",43028,"TARRAGONA","Abril","BISBAL DEL PENEDES, LA",322,15,46,77,17,62,105,6,31,24,250,11
"6502",43029,"TARRAGONA","Abril","BLANCAFORT",14,0,7,2,NA,5,0,0,2,2,10,0
"6503",43030,"TARRAGONA","Abril","BONASTRE",56,2,9,17,1,10,17,4,6,3,40,3
"6504",43031,"TARRAGONA","Abril","BORGES DEL CAMP, LES",134,8,25,42,2,33,24,8,7,20,94,5
"6505",43032,"TARRAGONA","Abril","BOT",11,1,2,3,NA,1,4,3,3,1,4,NA
"6506",43033,"TARRAGONA","Abril","BOTARELL",71,2,16,19,4,14,16,7,3,4,56,1
"6507",43034,"TARRAGONA","Abril","BRAFIM",29,3,6,9,2,7,2,5,4,2,17,1
"6508",43035,"TARRAGONA","Abril","CABACES",13,1,1,3,1,4,3,3,0,1,9,NA
"6509",43036,"TARRAGONA","Abril","CABRA DEL CAMP",95,3,17,14,4,23,34,1,15,9,67,3
"6510",43037,"TARRAGONA","Abril","CALAFELL",2152,72,375,473,89,434,709,14,158,208,1699,73
"6511",43903,"TARRAGONA","Abril","CAMARLES",198,9,39,52,6,35,57,14,25,35,119,5
"6512",43038,"TARRAGONA","Abril","CAMBRILS",2676,128,484,543,132,679,710,60,154,255,2133,74
"6513",43907,"TARRAGONA","Abril","CANONJA",392,18,70,72,21,108,103,4,38,64,277,9
"6514",43039,"TARRAGONA","Abril","CAPAFONTS",5,NA,1,1,NA,2,1,NA,1,0,4,NA
"6515",43040,"TARRAGONA","Abril","CAPÇANES",13,1,1,3,0,4,4,1,5,0,6,1
"6516",43041,"TARRAGONA","Abril","CASERES",14,1,0,6,0,2,5,NA,1,2,11,NA
"6517",43042,"TARRAGONA","Abril","CASTELLVELL DEL CAMP",100,6,17,18,7,18,34,2,11,6,79,2
"6518",43043,"TARRAGONA","Abril","CATLLAR, EL",233,11,38,57,12,51,64,7,20,29,168,9
"6519",43045,"TARRAGONA","Abril","COLLDEJOU",12,NA,2,2,1,2,5,1,3,0,8,NA
"6520",43046,"TARRAGONA","Abril","CONESA",2,NA,NA,1,NA,NA,1,NA,0,1,1,NA
"6521",43047,"TARRAGONA","Abril","CONSTANTI",696,32,157,158,40,172,137,18,53,82,483,60
"6522",43048,"TARRAGONA","Abril","CORBERA D'EBRE",41,1,8,11,0,10,11,8,8,3,20,2
"6523",43049,"TARRAGONA","Abril","CORNUDELLA DE MONTSANT",50,2,14,12,1,10,11,3,7,3,34,3
"6524",43050,"TARRAGONA","Abril","CREIXELL",281,6,49,82,12,52,80,3,21,29,218,10
"6525",43051,"TARRAGONA","Abril","CUNIT",1050,46,169,236,49,227,323,6,77,124,800,43
"6526",43901,"TARRAGONA","Abril","DELTEBRE",863,34,158,205,32,191,243,56,57,201,516,33
"6527",43053,"TARRAGONA","Abril","DUESAIGÜES",22,2,5,7,NA,0,8,0,2,5,15,NA
"6528",43054,"TARRAGONA","Abril","ESPLUGA DE FRANCOLI, L'",208,10,53,55,4,44,42,2,34,19,149,4
"6529",43055,"TARRAGONA","Abril","FALSET",150,3,25,35,6,27,54,21,23,9,85,12
"6530",43056,"TARRAGONA","Abril","FATARELLA, LA",38,1,2,9,1,3,22,2,6,6,19,5
"6531",43057,"TARRAGONA","Abril","FEBRO, LA",2,NA,NA,1,NA,NA,1,NA,1,NA,1,NA
"6532",43058,"TARRAGONA","Abril","FIGUERA, LA",6,NA,2,1,1,1,1,NA,1,0,5,NA
"6533",43059,"TARRAGONA","Abril","FIGUEROLA DEL CAMP",18,2,3,4,0,2,7,0,6,2,9,1
"6534",43060,"TARRAGONA","Abril","FLIX",106,3,16,30,3,21,33,7,20,8,67,4
"6535",43061,"TARRAGONA","Abril","FORES",1,NA,NA,1,NA,NA,0,NA,NA,NA,1,NA
"6536",43062,"TARRAGONA","Abril","FREGINALS",16,0,5,4,3,2,2,4,2,1,9,0
"6537",43063,"TARRAGONA","Abril","GALERA, LA",25,NA,3,8,0,5,9,7,1,0,16,1
"6538",43064,"TARRAGONA","Abril","GANDESA",134,4,28,27,4,35,36,25,14,12,72,11
"6539",43065,"TARRAGONA","Abril","GARCIA",26,3,7,4,1,3,8,2,6,3,15,NA
"6540",43066,"TARRAGONA","Abril","GARIDELLS, ELS",11,NA,4,2,2,2,1,NA,1,3,7,NA
"6541",43067,"TARRAGONA","Abril","GINESTAR",27,2,6,9,NA,5,5,3,5,5,11,3
"6542",43068,"TARRAGONA","Abril","GODALL",28,2,3,7,1,7,8,0,3,1,24,0
"6543",43069,"TARRAGONA","Abril","GRATALLOPS",11,1,3,1,NA,1,5,2,3,0,6,NA
"6544",43070,"TARRAGONA","Abril","GUIAMETS, ELS",11,NA,3,2,NA,2,4,2,2,1,6,NA
"6545",43071,"TARRAGONA","Abril","HORTA DE SANT JOAN",51,3,5,18,1,8,16,5,3,9,34,0
"6546",43072,"TARRAGONA","Abril","LLOAR, EL",4,NA,0,1,1,0,2,NA,1,NA,3,NA
"6547",43073,"TARRAGONA","Abril","LLORAC",5,NA,2,2,NA,0,1,NA,2,NA,3,NA
"6548",43074,"TARRAGONA","Abril","LLORENÇ DEL PENEDES",155,16,31,28,8,28,44,5,25,14,96,15
"6549",43076,"TARRAGONA","Abril","MARÇA",34,0,5,10,3,5,11,6,2,1,21,4
"6550",43075,"TARRAGONA","Abril","MARGALEF",4,NA,1,2,NA,1,0,1,NA,1,2,NA
"6551",43077,"TARRAGONA","Abril","MAS DE BARBERANS",27,2,4,6,1,7,7,4,6,0,17,NA
"6552",43078,"TARRAGONA","Abril","MASDENVERGE",68,1,11,15,2,17,22,2,10,4,46,6
"6553",43079,"TARRAGONA","Abril","MASLLORENÇ",29,0,2,8,0,9,10,2,4,1,20,2
"6554",43080,"TARRAGONA","Abril","MASO, LA",8,NA,2,3,NA,2,1,1,2,1,4,NA
"6555",43081,"TARRAGONA","Abril","MASPUJOLS",33,0,4,8,2,9,10,1,3,2,26,1
"6556",43082,"TARRAGONA","Abril","MASROIG, EL",19,0,6,3,0,9,1,2,4,1,10,2
"6557",43083,"TARRAGONA","Abril","MILA, EL",10,NA,1,3,1,2,3,NA,0,1,9,NA
"6558",43084,"TARRAGONA","Abril","MIRAVET",29,1,4,2,0,12,10,6,3,NA,17,3
"6559",43085,"TARRAGONA","Abril","MOLAR, EL",12,NA,3,2,1,3,3,3,2,NA,7,NA
"6560",43086,"TARRAGONA","Abril","MONTBLANC",433,23,103,89,14,90,114,15,81,26,306,5
"6561",43088,"TARRAGONA","Abril","MONTBRIO DEL CAMP",192,9,44,42,6,55,36,12,21,14,144,1
"6562",43089,"TARRAGONA","Abril","MONTFERRI",28,2,1,8,2,6,9,1,2,2,23,NA
"6563",43090,"TARRAGONA","Abril","MONTMELL, EL",171,9,23,48,7,36,48,7,22,15,117,10
"6564",43091,"TARRAGONA","Abril","MONT-RAL",12,0,1,5,NA,3,3,NA,2,2,8,0
"6565",43092,"TARRAGONA","Abril","MONT-ROIG DEL CAMP",993,43,182,214,43,244,267,52,60,109,741,31
"6566",43093,"TARRAGONA","Abril","MORA D'EBRE",331,13,53,88,12,70,95,48,26,22,203,32
"6567",43094,"TARRAGONA","Abril","MORA LA NOVA",205,5,43,44,8,44,61,54,22,12,109,8
"6568",43095,"TARRAGONA","Abril","MORELL, EL",256,11,56,54,7,79,49,3,42,33,173,5
"6569",43096,"TARRAGONA","Abril","MORERA DE MONTSANT, LA",7,1,NA,4,NA,1,1,2,2,NA,3,NA
"6570",43097,"TARRAGONA","Abril","NOU DE GAIA, LA",38,NA,7,6,NA,17,8,2,4,1,30,1
