"CODAUTO","CPRO","CMUN","DC","NOMBRE","SUPERFICIE","HABITANTES"
"01","41","064","9","Montellano",116.71,7056
"01","14","041","0","Montemayor",57.96,3855
"07","47","093","6","Montemayor de Pililla",59.56,868
"07","37","201","4","Montemayor del Río",15.3,263
"11","06","086","1","Montemolín",202.72,1343
"07","42","121","6","Montenegro de Cameros",55.32,57
"02","50","173","1","Monterde",55.94,157
"02","44","157","8","Monterde de Albarracín",45.21,64
"12","32","050","5","Monterrei",119.11,2529
"12","27","032","7","Monterroso",114.59,3616
"07","40","131","2","Monterrubio",25.54,61
"07","37","202","9","Monterrubio de Armuña",10.97,1343
"07","09","226","7","Monterrubio de la Demanda",15.11,56
"11","06","087","7","Monterrubio de la Serena",314.95,2372
"07","37","203","5","Monterrubio de la Sierra",35.31,156
"10","46","174","8","Montesa",48.11,1164
"08","45","105","3","Montesclaros",20.58,406
"10","03","903","7","Montesinos, Los",14.99,4968
"09","08","131","1","Montesquiu",4.85,998
"09","25","140","3","Montferrer i Castellbò",176.92,1041
"09","43","089","7","Montferri",19.36,387
"09","25","138","6","Montgai",29.13,625
"09","08","126","5","Montgat",2.86,12041
"08","13","057","0","Montiel",271.22,1315
"11","06","088","3","Montijo",119.68,15457
"01","14","042","5","Montilla",169.03,22859
"01","18","137","7","Montillana",75.17,1189
"10","46","175","1","Montitxelvo/Montichelvo",8.16,584
"01","23","062","3","Montizón",211.99,1725
"09","08","132","6","Montmajor",76.03,464
"09","08","133","2","Montmaneu",13.6,150
"09","43","090","1","Montmell, El",71.78,1512
"09","08","135","0","Montmeló",3.88,8755
"09","25","142","5","Montoliu de Lleida",7.44,489
"09","25","141","0","Montoliu de Segarra",29.46,179
"02","50","174","6","Montón",17.59,94
"07","09","227","3","Montorio",23.53,149
"09","25","143","1","Montornès de Segarra",12.14,100
"09","08","136","3","Montornès del Vallès",10.25,16393
"01","14","043","1","Montoro",585.55,9364
"09","43","091","8","Mont-ral",34.5,162
"09","17","110","0","Mont-ras",12.3,1679
"10","46","176","4","Montroi/Montroy",31.39,2867
"09","43","092","3","Mont-roig del Camp",63.58,12136
"09","08","137","9","Montseny",26.77,342
"10","46","172","7","Montserrat",45.58,7878
"04","07","038","0","Montuïri",41.13,2912
"01","14","044","6","Monturque",32.54,1958
"02","22","158","7","Monzón",155.02,17236
"07","34","108","7","Monzón de Campos",45.91,592
"08","45","106","6","Mora",168.57,9718
"02","44","158","4","Mora de Rubielos",166.23,1548
"09","43","093","9","Móra d'Ebre",44.98,5690
"09","43","094","4","Móra la Nova",15.8,3087
"07","09","228","9","Moradillo de Roa",13.81,171
"08","13","058","6","Moral de Calatrava",188.52,5271
"07","40","132","7","Moral de Hornuez",32.5,49
"07","47","094","1","Moral de la Reina",42.49,148
"07","49","124","4","Moral de Sayago",67.04,257
"01","18","138","3","Moraleda de Zafayona",48.16,3153
"11","10","128","4","Moraleja",125.42,6750
"13","28","089","4","Moraleja de Enmedio",31.29,5136
"07","47","095","4","Moraleja de las Panaderas",15.3,42
"07","05","134","2","Moraleja de Matacabras",14.93,52
"07","49","126","0","Moraleja de Sayago",33.7,284
"07","49","125","7","Moraleja del Vino",19.49,1721
"07","47","096","7","Morales de Campos",15.88,138
"07","49","128","2","Morales de Rey",20.14,577
"07","49","129","5","Morales de Toro",53.45,976
"07","49","130","9","Morales de Valverde",18.01,162
"07","49","127","6","Morales del Vino",23.68,2947
"07","49","131","6","Moralina",20.9,248
"13","28","090","8","Moralzarzal",42.56,13026
"12","36","032","9","Moraña",41.24,4179
"07","37","204","0","Morasverdes",51.88,254
"02","50","175","9","Morata de Jalón",45.87,1079
"02","50","176","2","Morata de Jiloca",23.09,302
"13","28","091","5","Morata de Tajuña",45.2,7683
"14","30","028","1","Moratalla",952.61,7839
"08","19","194","5","Moratilla de los Meleros",29.15,103
"07","34","109","0","Moratinos",29.27,65
"11","10","129","7","Morcillo",16.23,371
"03","33","038","7","Morcín",50.05,2594
"16","01","039","5","Moreda de Álava/Moreda Araba",8.67,221
"01","18","909","4","Morelábor",38.68,607
"09","43","095","7","Morell, El",5.88,3704
"10","12","080","3","Morella",413.54,2430
"08","19","195","8","Morenilla",28.37,38
"15","31","174","8","Morentin",8.94,129
"09","43","096","0","Morera de Montsant, La",53.17,152
"11","06","089","6","Morera, La",43.39,715
"07","49","132","1","Moreruela de los Infanzones",31.26,341
"07","49","133","7","Moreruela de Tábara",68.15,315
"02","50","177","8","Morés",21.46,323
"16","48","066","9","Morga",14.47,410
"01","14","045","9","Moriles",19.59,3717
"07","37","205","3","Morille",22.94,233
"07","37","206","6","Moríñigo",8.36,95
"07","37","207","2","Moriscos",12.08,429
"07","42","123","7","Morón de Almazán",62.06,193
"01","41","065","2","Morón de la Frontera",431.93,27627
"07","37","208","8","Moronta",27.7,71
"02","50","178","4","Moros",53.5,343
"12","36","033","5","Mos",53.29,15078
"02","44","159","7","Moscardón",26.93,54
"02","44","160","1","Mosqueruela",265.03,537
"13","28","092","0","Móstoles",45.28,209184
"08","16","132","2","Mota de Altarejos",16.95,34
"08","16","133","8","Mota del Cuervo",176.19,5990
"07","47","097","3","Mota del Marqués",31.34,351
"08","16","134","3","Motilla del Palancar",73.89,5869
"08","02","052","3","Motilleja",23.82,571
"01","18","140","0","Motril",103.31,58020
"08","16","135","6","Moya",91.73,139
"05","35","013","6","Moya",32.2,7696
"02","50","179","7","Moyuela",42.76,280
"07","37","209","1","Mozárbez",44.85,499
"07","40","134","8","Mozoncillo",42.74,902
"02","50","180","1","Mozota",8.68,122
"07","47","098","9","Mucientes",63.82,662
"07","34","110","4","Mudá",6.81,86
"07","47","099","2","Mudarra, La",19.07,158
"08","19","196","1","Muduex",22.23,100
"02","50","181","8","Muel",79.17,1378
"02","50","182","3","Muela, La",143.49,5784
"07","49","134","2","Muelas de los Caballeros",71.58,172
"07","49","135","5","Muelas del Pan",72.61,634
"15","31","175","1","Mues",14.47,75
"07","49","136","8","Muga de Sayago",36.42,353
"12","15","051","0","Mugardos",12.77,5245
"12","32","051","2","Muíños",109.56,1502
"14","30","029","4","Mula",633.84,16883
"16","48","068","1","Mundaka",4.08,1852
"02","50","183","9","Munébrega",40.99,371
"08","02","053","9","Munera",229.43,3435
"16","48","069","4","Mungia",44.46,17691
"02","44","161","8","Muniesa",129.8,583
"17","26","098","7","Munilla",54.19,115
"16","48","007","8","Munitibar-Arbatzegi Gerrikaitz",24.31,468
"09","08","129","0","Muntanyola",40.5,634
"07","05","135","5","Muñana",33.61,375
"07","05","136","8","Muñico",13.28,89
"07","05","138","0","Muñogalindo",18.77,326
"07","05","139","3","Muñogrande",16.16,66
"07","05","140","7","Muñomer del Peco",10.09,118
"07","40","135","1","Muñopedro",87.21,303
"07","05","141","4","Muñopepe",6.02,100
"07","05","142","9","Muñosancho",19.72,92
"07","05","143","5","Muñotello",19.94,62
"07","40","136","4","Muñoveros",19.37,145
"09","08","139","8","Mura",47.67,224
"12","27","033","3","Muras",163.82,642
"15","31","176","4","Murchante",13.22,4154
"14","30","030","8","Murcia",885.11,453258
"02","50","184","4","Murero",18.25,98
"07","24","101","5","Murias de Paredes",202.18,399
"07","47","100","6","Muriel",22.52,123
"07","42","124","2","Muriel de la Fuente",3.66,61
"07","42","125","5","Muriel Viejo",11.36,85
"15","31","177","0","Murieta",4.47,335
"02","50","185","7","Murillo de Gállego",54.71,183
"17","26","099","0","Murillo de Río Leza",46.06,1629
"15","31","178","6","Murillo el Cuende",58.72,665
"15","31","179","9","Murillo el Fruto",33.79,639
"10","03","091","6","Murla",5.81,470
"04","07","039","3","Muro",58.61,7085
"17","26","100","4","Muro de Aguas",30.9,62
"10","03","092","1","Muro de Alcoy",30.24,9324
"17","26","101","1","Muro en Cameros",15.99,36
"12","15","053","1","Muros",72.91,8556
"03","33","039","0","Muros de Nalón",8.09,1871
"01","18","141","7","Murtas",71.7,467
"16","48","908","5","Murueta",5.63,308
"15","31","180","3","Muruzábal",5.94,233
"10","46","177","0","Museros",12.45,6458
"16","48","071","5","Muskiz",21.01,7507
"16","20","057","0","Mutiloa",8.61,249
"16","20","056","4","Mutriku",27.69,5333
"10","03","090","9","Mutxamel",47.65,25352
"12","15","052","5","Muxía",121.19,4657
"16","48","067","5","Muxika",49.87,1465
"16","48","909","8","Nabarniz",11.76,253
"01","04","065","6","Nacimiento",80.76,495
"07","42","127","4","Nafría de Ucero",36.56,36
"17","26","102","6","Nájera",37.44,8045
"17","26","103","2","Nalda",24.6,1023
"09","25","145","9","Nalec",9.67,87
"08","45","107","2","Nambroca",82.08,4732
"10","46","178","6","Nàquera/Náquera",38.71,6577
"08","16","137","5","Narboneta",34.95,37
"12","15","054","6","Narón",66.91,39080
"07","05","144","0","Narrillos del Álamo",29.35,72
"07","05","145","3","Narrillos del Rebollar",17.41,48
"07","42","128","0","Narros",13.22,50
"07","37","211","2","Narros de Matalayegua",74.07,223
"07","05","149","1","Narros de Saldueña",9.44,103
"07","05","147","2","Narros del Castillo",33.61,155
"07","05","148","8","Narros del Puerto",10.37,24
"09","25","025","4","Naut Aran",255.25,1803
"03","33","040","4","Nava",95.81,5321
"07","05","152","6","Nava de Arévalo",58.26,735
"07","37","213","3","Nava de Béjar",11.73,94
"07","37","214","8","Nava de Francia",16.51,126
"07","40","138","6","Nava de la Asunción",83.15,2774
"08","45","108","8","Nava de Ricomalillo, La",39.53,535
"07","09","229","2","Nava de Roa",22.35,227
"11","06","090","0","Nava de Santiago, La",45.03,932
"07","37","215","1","Nava de Sotrobal",44.64,155
"07","05","153","2","Nava del Barco",29.37,84
"07","47","101","3","Nava del Rey",126.1,1986
"01","21","051","9","Nava, La",61.03,266
"07","37","212","7","Navacarros",8.55,112
"07","05","151","1","Navacepedilla de Corneja",29.5,92
"13","28","093","6","Navacerrada",27.29,2972
"11","10","130","1","Navaconcejo",51.4,1990
"07","05","154","7","Navadijos",19.85,37
"07","05","155","0","Navaescurial",35.31,51
"07","40","139","9","Navafría",30.47,281
"08","45","109","1","Navahermosa",129.79,3609
"07","05","156","3","Navahondilla",22.07,304
"10","12","081","0","Navajas",7.89,716
"17","26","104","7","Navajún",16.38,10
"02","22","160","4","Naval",47.32,275
"07","05","157","9","Navalacruz",50.03,247
"13","28","094","1","Navalafuente",11.75,1449
"13","28","095","4","Navalagamella",76.05,2610
"08","45","110","5","Navalcán",59.73,1985
"13","28","096","7","Navalcarnero",100.22,29298
"07","42","129","3","Navaleno",25.03,769
"07","37","216","4","Navales",17.17,325
"07","40","140","3","Navalilla",20.84,103
"07","40","141","0","Navalmanzano",32.79,1049
"07","05","158","5","Navalmoral",43.35,326
"07","37","217","0","Navalmoral de Béjar",11.08,59
"11","10","131","8","Navalmoral de la Mata",155.96,17129
"08","45","111","2","Navalmoralejo",22.75,54
"08","45","112","7","Navalmorales, Los",104.95,2518
"07","05","159","8","Navalonguilla",90.75,226
"07","05","160","2","Navalosa",30,308
"07","05","161","9","Navalperal de Pinares",49.83,770
"07","05","162","4","Navalperal de Tormes",60.96,82
"08","13","059","9","Navalpino",196.33,228
"08","45","113","3","Navalucillos, Los",355.98,2106
"07","05","163","0","Navaluenga",73.53,1954
"11","10","132","3","Navalvillar de Ibor",55.53,408
"11","06","091","7","Navalvillar de Pela",251.17,4424
"07","37","218","6","Navamorales",17.53,51
"08","45","114","8","Navamorcuende",110.86,623
"07","05","164","5","Navaquesera",9.2,16
"09","08","140","2","Navarcles",5.5,5977
"02","50","186","0","Navardún",24.5,38
"07","40","142","5","Navares de Ayuso",14.84,53
"07","40","143","1","Navares de Enmedio",24.61,94
"07","40","144","6","Navares de las Cuevas",18.88,23
"16","01","041","6","Navaridas",8.92,200
"07","05","165","8","Navarredonda de Gredos",78.81,434
"07","37","219","9","Navarredonda de la Rinconada",13.12,169
"13","28","097","3","Navarredonda y San Mamés",27.44,129
"07","05","166","1","Navarredondilla",20.27,172
"10","46","179","9","Navarrés",47.04,2968
"17","26","105","0","Navarrete",28.53,2941
"07","05","167","7","Navarrevisca",39.99,261
"09","08","141","9","Navàs",80.72,6020
"07","09","230","6","Navas de Bureba",8.79,33
"08","13","060","3","Navas de Estena",146.54,298
"08","19","197","7","Navas de Jadraque, Las",9.03,27
"08","02","054","4","Navas de Jorquera",42.26,517
"01","41","066","5","Navas de la Concepción, Las",63.35,1559
"07","40","145","9","Navas de Oro",62.27,1338
"07","40","904","6","Navas de Riofrío",14.86,394
"07","40","146","2","Navas de San Antonio",68.95,328
"01","23","063","9","Navas de San Juan",175.76,4517
"11","10","133","9","Navas del Madroño",112.29,1292
"07","05","168","3","Navas del Marqués, Las",97.93,5119
"13","28","099","2","Navas del Rey",50.78,2918
"15","31","181","0","Navascués/Nabaskoze",95.92,132
"07","37","221","0","Navasfrías",59.96,436
"09","17","111","7","Navata",18.52,1381
"07","05","169","6","Navatalgordo",20.09,233
"07","05","170","0","Navatejares",11.08,55
"09","25","146","2","Navès",145.58,280
"11","10","134","4","Navezuelas",59.99,637
"03","33","041","1","Navia",63.11,8380
"12","27","034","8","Navia de Suarna",243.85,1081
"07","49","137","4","Navianos de Valverde",14.12,182
"15","31","182","5","Nazar",9.42,34
"07","09","231","3","Nebreda",28.43,58
"12","15","055","9","Neda",24.46,5079
"08","19","198","3","Negredo",18.34,17
"12","15","056","2","Negreira",115.1,6827
"07","37","222","5","Negrilla de Palencia",11.78,88
"12","27","035","1","Negueira de Muñiz",72.27,215
"07","09","232","8","Neila",68.59,154
"07","05","171","7","Neila de San Miguel",7.89,65
"07","42","130","7","Nepas",25.13,51
"01","29","075","1","Nerja",85.12,21091
"08","02","055","7","Nerpio",434.88,1191
"01","21","052","4","Nerva",55.4,5235
"17","26","106","3","Nestares",21.61,84
"01","18","903","8","Nevada",77.31,1050
"12","36","034","0","Neves, As",65.84,3841
"01","21","053","0","Niebla",223.59,4117
"07","40","148","4","Nieva",33.81,264
"17","26","107","9","Nieva de Cameros",42.05,90
"12","36","035","3","Nigrán",34.77,17675
"01","18","143","8","Nigüelas",30.93,1173
"02","50","187","6","Nigüella",30.42,62
"07","05","172","2","Niharra",11.28,180
"01","04","066","9","Níjar",599.77,30663
"01","18","144","3","Nívar",11.18,994
"15","31","088","5","Noáin (Valle de Elorz)/Noain (Elortzibar)",48.15,8320
"01","23","064","4","Noalejo",49.85,1970
"08","45","115","1","Noblejas",69.67,3585
"07","24","102","0","Noceda del Bierzo",72.14,672
"08","45","116","4","Noez",34.22,878
"12","27","037","0","Nogais, As",110.34,1079
"07","34","112","6","Nogal de las Huertas",13.8,41
"11","06","092","2","Nogales",80.66,652
"12","32","052","7","Nogueira de Ramuín",98.31,1998
"02","44","163","9","Noguera de Albarracín",47.44,140
"02","44","164","4","Nogueras",18.85,22
"02","44","165","7","Nogueruelas",99.49,217
"12","15","057","8","Noia",37.21,14263
"06","39","047","5","Noja",9.27,2556
"07","42","131","4","Nolay",21.94,57
"08","45","117","0","Nombela",121.56,858
"02","50","188","2","Nombrevilla",17.56,31
"02","50","189","5","Nonaspe",111.54,961
"03","33","042","6","Noreña",5.66,5179
"09","08","142","4","Nou de Berguedà, La",24.87,161
"09","43","097","6","Nou de Gaià, La",4.26,603
"02","22","162","6","Novales",20.08,156
"02","50","190","9","Novallas",11.4,830
"10","03","093","7","Novelda",75.72,25651
"10","46","180","3","Novelé/Novetlè",1.47,837
"08","45","118","6","Novés",41.71,2905
"07","42","132","9","Noviercas",91.56,156
"02","50","191","6","Novillas",25.28,532
"10","03","094","2","Nucia, la",21.36,18603
"02","22","163","2","Nueno",147.24,537
"01","14","046","2","Nueva Carteya",69.33,5379
"07","47","102","8","Nueva Villa de las Torres",35.81,280
"02","50","192","1","Nuévalos",41.84,310
"13","28","100","6","Nuevo Baztán",20.2,6276
"02","50","193","7","Nuez de Ebro",8.21,837
"10","12","082","5","Nules",50.53,13103
"09","43","098","2","Nulles",10.73,492
"08","45","119","9","Numancia de la Sagra",29.63,4902
"08","45","120","3","Nuño Gómez",16.89,133
"11","10","135","7","Nuñomoral",94.78,1272
"15","31","183","1","Obanos",19.85,935
"01","14","047","8","Obejo",215.35,2011
"02","44","167","6","Obón",68.38,44
"08","45","121","0","Ocaña",147.9,11597
"08","19","199","6","Ocentejo",30.95,21
"15","31","185","9","Ochagavía/Otsagabia",129.16,521
"17","26","109","8","Ochánduri",11.72,78
"15","31","184","6","Oco",3.28,77
"17","26","108","5","Ocón",60.92,301
"09","25","148","4","Odèn",114.47,249
"09","08","143","0","Òdena",52.29,3643
"15","31","186","2","Odieta",24.09,362
"02","44","168","2","Odón",74.24,206
"07","24","103","6","Oencia",97.91,274
"09","17","112","2","Ogassa",45.46,234
"01","18","145","6","Ogíjares",6.95,14160
"01","04","067","5","Ohanes",32.41,580
"12","36","036","6","Oia",83.3,3053
"16","20","063","1","Oiartzun",59.71,10293
"12","32","053","3","Oímbra",71.48,1712
"15","31","187","8","Oiz",8.1,129
"17","26","110","2","Ojacastro",44.32,182
"01","29","076","4","Ojén",85.61,3702
"14","30","031","5","Ojós",45.72,500
"02","44","169","5","Ojos Negros",90.92,360
"07","05","173","8","Ojos-Albos",43.13,82
"16","01","042","1","Okondo",29.79,1188
"16","20","058","6","Olaberria",6.92,953
"15","31","188","4","Olaibar",15.99,378
"15","31","189","7","Olazti/Olazagutía",19.19,1489
"02","44","171","6","Olba",20.99,228
"07","34","113","2","Olea de Boedo",8.14,40
"12","15","058","4","Oleiros",43.66,36075
"15","31","190","1","Olejua",4.35,50
"09","08","145","8","Olèrdola",30.11,3692
"09","08","146","1","Olesa de Bonesvalls",30.78,1810
"09","08","147","7","Olesa de Montserrat",16.69,23904
"09","25","149","7","Oliana",31.92,1810
"08","45","122","5","Olías del Rey",40.09,7880
"02","44","172","1","Oliete",85.48,351
"09","25","150","0","Oliola",86.45,197
"15","31","191","8","Olite/Erriberri",84.15,3946
"09","25","151","7","Olius",55.18,986
"10","46","181","0","Oliva",59.93,25101
"11","06","093","8","Oliva de la Frontera",149.33,5137
"11","06","094","3","Oliva de Mérida",254.51,1729
"11","10","136","0","Oliva de Plasencia",88.73,303
"05","35","014","1","Oliva, La",356.13,26580
"08","19","200","0","Olivar, El",17.27,71
"01","41","067","1","Olivares",45.49,9394
"07","47","103","4","Olivares de Duero",29.33,296
"08","16","139","4","Olivares de Júcar",50,325
"09","08","148","3","Olivella",38.81,3799
"11","06","095","6","Olivenza",430.14,11963
"17","26","111","9","Ollauri",2.6,291
"10","46","183","1","Olleria, l'",32.22,8281
"08","19","201","7","Olmeda de Cobeta",39.62,66
"08","19","202","2","Olmeda de Jadraque, La",11.71,17
"08","16","140","8","Olmeda de la Cuesta",23.23,20
"13","28","101","3","Olmeda de las Fuentes",16.57,348
"08","16","141","5","Olmeda del Rey",74.61,132
"08","16","142","0","Olmedilla de Alarcón",38.31,149
"08","16","143","6","Olmedilla de Eliz",13.31,15
"07","09","235","2","Olmedillo de Roa",26.03,179
"07","47","104","9","Olmedo",128.79,3643
"07","37","223","1","Olmedo de Camaces",90.54,112
"07","49","138","0","Olmillos de Castro",71.39,219
"07","09","236","5","Olmillos de Muñó",7.04,35
"07","47","105","2","Olmos de Esgueva",24.84,201
"07","34","114","7","Olmos de Ojeda",103.6,197
"07","47","106","5","Olmos de Peñafiel",16.12,52
"02","44","173","7","Olmos, Los",43.97,120
"10","46","182","5","Olocau",37.4,1771
"10","12","083","1","Olocau del Rey",43.98,119
"07","40","149","7","Olombrada",66.51,536
"15","31","192","3","Olóriz/Oloritz",40.72,203
"09","08","149","6","Olost",29.03,1198
"09","17","114","3","Olot",29.05,35228
"09","25","152","2","Oluges, Les",19.09,167
"01","04","068","1","Olula de Castro",33.6,196
"01","04","069","4","Olula del Río",23.44,6210
"09","08","144","5","Olvan",35.41,854
"07","42","134","0","Ólvega",98.77,3656
"02","22","164","7","Olvena",15.89,55
"01","11","024","4","Olvera",193.69,8113
"02","50","194","2","Olvés",20.18,104
"07","24","104","1","Omañas, Las",32.49,266
"09","25","153","8","Omellons, Els",11.01,211
"09","25","154","3","Omells de na Gaia, Els",13.01,131
"07","42","135","3","Oncala",39.92,75
"10","12","084","6","Onda",108.2,24859
"10","03","095","5","Ondara",10.41,6894
"16","48","073","6","Ondarroa",4.3,8400
"10","03","096","8","Onil",48.41,7507
"03","33","043","2","Onís",74.88,743
"08","45","123","1","Ontígola",41.49,4387
"10","46","184","6","Ontinyent",125.43,35347
"02","22","165","0","Ontiñena",136.96,518
"08","02","056","0","Ontur",54.41,1987
"07","24","105","4","Onzonilla",21.78,1835
"07","09","238","7","Oña",161.64,1017
"16","20","059","9","Oñati",107.32,11380
"07","09","239","0","Oquillas",14.98,53
"10","03","097","4","Orba",17.73,2174
"07","37","224","6","Orbada, La",30.58,199
"15","31","195","7","Orbaizeta",81.72,195
"07","09","241","1","Orbaneja Riopico",9.34,336
"15","31","196","0","Orbara",8.99,33
"07","05","174","3","Orbita",14.39,75
"02","50","195","5","Orcajo",28.45,58
"01","18","146","9","Orce",324.66,1190
"01","23","065","7","Orcera",126.21,1811
"12","15","059","7","Ordes",157.23,12674
"08","19","203","8","Ordial, El",29.98,29
"09","17","115","6","Ordis",8.48,371
"16","20","076","0","Ordizia",5.66,10394
"08","19","204","3","Orea",71.25,180
"07","40","150","0","Orejana",20.92,58
"11","06","096","9","Orellana de la Sierra",16.68,228
"11","06","097","5","Orellana la Vieja",37.05,2693
"16","20","905","3","Orendain",6.34,218
"02","50","196","8","Orera",19.82,114
"02","50","197","4","Orés",54.52,114
"16","20","060","3","Orexa",5.85,121
"09","25","155","6","Organyà",12.27,784
"08","45","124","6","Orgaz",154.48,2602
"01","18","147","5","Órgiva",134.14,5725
"01","04","070","8","Oria",234.71,2249
"10","03","099","3","Orihuela",365.36,77414
"02","44","174","2","Orihuela del Tremedal",71.52,463
"16","20","061","0","Orio",9.81,6022
"09","08","150","9","Orís",27.04,315
"15","31","197","6","Orísoain",7.2,79
"09","08","151","6","Oristà",68.59,541
"15","31","906","1","Orkoien",5.63,4057
"16","20","062","5","Ormaiztegi",6.77,1276
"15","31","198","2","Oronz/Orontze",11.54,47
"08","45","125","9","Oropesa",336.56,2662
"10","12","085","9","Oropesa del Mar/Orpesa",26.55,9076
"12","15","060","1","Oroso",72.59,7500
"05","38","026","0","Orotava, La",206.89,42029
"15","31","199","5","Oroz-Betelu/Orotz-Betelu",24.15,146
"16","48","075","4","Orozko",102.43,2636
"09","08","152","1","Orpí",15.26,147
"15","31","211","4","Orreaga/Roncesvalles",15.28,22
"02","44","175","5","Orrios",44.23,125
"09","08","153","7","Òrrius",5.56,739
"17","26","112","4","Ortigosa de Cameros",33.02,229
"07","40","151","7","Ortigosa de Pestaño",8.4,55
"07","40","901","0","Ortigosa del Monte",15.41,561
"12","15","061","8","Ortigueira",209.6,5671
"16","48","083","4","Ortuella",7.95,8395
"13","28","102","8","Orusco de Tajuña",21.51,1244
"10","03","098","0","Orxeta",24.06,736
"09","25","156","9","Os de Balaguer",135.32,994
"08","16","145","4","Osa de la Vega",53.34,479
"02","50","198","0","Oseja",12.5,53
"07","24","106","7","Oseja de Sajambre",71.78,232
"02","50","199","3","Osera de Ebro",24.56,386
"07","05","175","6","Oso, El",18.49,160
"09","17","116","9","Osor",52.15,428
"07","34","116","3","Osornillo",18.18,56
"07","34","901","5","Osorno la Mayor",89.16,1205
"08","02","057","6","Ossa de Montiel",243.5,2307
"02","22","167","9","Osso de Cinca",27.66,681
"09","25","157","5","Ossó de Sió",26.03,204
"01","41","068","7","Osuna",592.25,17560
"15","31","200","9","Oteiza",47.99,918
"08","45","126","2","Otero",29.57,331
"07","49","139","3","Otero de Bodas",49.94,155
"07","40","152","2","Otero de Herreros",43.71,959
"01","18","148","1","Otívar",57.47,1034
"10","46","185","9","Otos",11.07,434
"16","48","072","0","Otxandio",12.39,1314
"12","32","054","8","Ourense",84.74,105233
"12","27","038","6","Ourol",142.07,1018
"12","27","039","9","Outeiro de Rei",134.2,5151
"12","15","062","3","Outes",99.74,6282
"03","33","044","7","Oviedo",186.65,219686
"16","01","043","7","Oyón-Oion",45.18,3386
"12","15","902","7","Oza-Cesuras",151.62,5101
"09","08","154","2","Pacs del Penedès",6.09,922
"12","15","064","4","Paderne",39.83,2394
"12","32","055","1","Paderne de Allariz",38.76,1384
"07","05","176","9","Padiernos",36.99,271
"07","09","242","6","Padilla de Abajo",27.76,75
"07","09","243","2","Padilla de Arriba",23.12,75
"12","32","056","4","Padrenda",57.04,1748
"12","15","065","7","Padrón",48.37,8384
"07","09","244","7","Padrones de Bureba",20.33,50
"01","18","150","7","Padul",89.15,8420
"01","04","071","5","Padules",26.49,410
"10","46","186","2","Paiporta",3.96,26088
"05","35","015","4","Pájara",383.52,21093
"07","40","154","3","Pajarejos",8.26,25
"07","05","177","5","Pajares de Adaja",23.24,149
"07","37","225","9","Pajares de la Laguna",9.62,110
"07","49","141","4","Pajares de la Lampreana",27.99,315
"07","24","107","3","Pajares de los Oteros",61.82,266
"08","16","146","7","Pajarón",52.61,82
"08","16","147","3","Pajaroncillo",56.91,65
"07","05","178","1","Palacios de Goda",52.99,400
"07","09","246","3","Palacios de la Sierra",70.4,725
"07","24","108","9","Palacios de la Valduerna",20.42,379
"07","09","247","9","Palacios de Riopisuerga",10.34,25
"07","49","143","5","Palacios de Sanabria",37.01,225
"07","37","226","2","Palacios del Arzobispo",27.73,165
"07","49","142","9","Palacios del Pan",31.75,261
"07","24","109","2","Palacios del Sil",181.41,941
"01","41","069","0","Palacios y Villafranca, Los",109.47,38354
"07","37","228","4","Palaciosrubios",36.48,335
"09","08","155","5","Palafolls",16.42,9405
"09","17","117","5","Palafrugell",26.93,22974
"09","17","118","1","Palamós",13.96,17910
"10","12","087","8","Palanques",14.32,30
"12","27","040","3","Palas de Rei",199.68,3388
"09","25","158","1","Palau d'Anglesola, El",12.36,2166
"09","17","119","4","Palau de Santa Eulàlia",8.64,91
"09","17","121","5","Palau-sator",12.43,310
"09","17","120","8","Palau-saverdera",16.52,1476
"09","08","156","8","Palau-solità i Plegamans",15.08,14771
"07","47","109","0","Palazuelo de Vedija",32.2,191
"07","40","155","6","Palazuelos de Eresma",36.7,5416
"07","09","248","5","Palazuelos de la Sierra",15.74,80
"07","09","249","8","Palazuelos de Muñó",8.69,53
"07","34","120","2","Palencia",94.95,78412
"07","37","229","7","Palencia de Negrilla",16.36,154
"01","14","048","4","Palenciana",16.13,1478
"07","34","121","9","Palenzuela",77.2,206
"09","43","100","9","Pallaresos, Els",5.02,4777
"09","08","157","4","Pallejà",8.47,11508
"04","07","040","7","Palma",208.63,416065
"09","08","905","8","Palma de Cervelló, La",5.39,2954
"10","46","187","8","Palma de Gandía",13.92,1631
"09","43","099","5","Palma d'Ebre, La",38.22,340
"01","21","054","5","Palma del Condado, La",60.42,10761
"01","14","049","7","Palma del Río",200.19,21064
"08","19","208","1","Pálmaces de Jadraque",29.41,41
"01","41","904","3","Palmar de Troya, El",33.02,2340
"05","35","016","7","Palmas de Gran Canaria, Las",103.32,379925
"10","46","188","4","Palmera",0.98,1024
"02","22","168","5","Palo",14.4,27
"09","17","123","6","Palol de Revardit",18.08,455
"02","44","176","8","Palomar de Arroyos",33.62,168
"10","46","189","7","Palomar, el",7.76,590
"08","16","148","9","Palomares del Campo",60.98,602
"01","41","070","4","Palomares del Río",13.11,8767
"11","06","098","1","Palomas",40.52,678
"08","45","127","8","Palomeque",22.28,971
"08","16","149","2","Palomera",50.23,171
"11","10","137","6","Palomero",20.27,406
"01","21","055","8","Palos de la Frontera",49.25,11289
"09","17","124","1","Pals",25.71,2411
"01","18","151","4","Pampaneira",17.47,321
"07","09","250","1","Pampliega",24.4,291
"15","31","201","6","Pamplona/Iruña",25.14,201653
