"CODAUTO","CPRO","CMUN","DC","NOMBRE","SUPERFICIE","HABITANTES"
"07","09","017","7","Anguix",13.44,136
"06","39","003","6","Anievas",21.66,267
"02","50","029","9","Aniñón",52.46,706
"10","46","039","9","Anna",21.45,2628
"16","20","010","4","Anoeta",4.13,2090
"08","19","033","4","Anquela del Ducado",25.66,50
"08","19","034","9","Anquela del Pedregal",38.23,24
"02","22","028","5","Ansó",223.08,405
"15","31","016","8","Ansoáin/Antsoain",1.93,10833
"01","04","016","0","Antas",99.73,3182
"12","27","003","9","Antas de Ulla",103.6,1976
"10","46","040","3","Antella",17.58,1175
"01","29","015","4","Antequera",748.49,41239
"05","35","003","8","Antigua",250.25,12461
"07","24","005","5","Antigua, La",54.7,360
"07","34","012","7","Antigüedad",62.83,363
"02","22","029","8","Antillón",22.41,140
"16","20","011","1","Antzuola",27.73,2126
"15","31","017","4","Anue",61.44,482
"16","01","049","3","Añana",21.92,156
"07","40","018","1","Añe",11.62,77
"02","50","030","3","Añón de Moncayo",64.19,212
"01","14","006","0","Añora",112.25,1527
"15","31","018","0","Añorbe",24.1,581
"08","45","014","9","Añover de Tajo",39.64,5154
"07","37","030","3","Añover de Tormes",20.24,86
"15","31","019","3","Aoiz/Agoitz",13.54,2695
"07","37","031","0","Arabayona de Mógica",23.26,357
"01","21","007","8","Aracena",184.45,8107
"05","38","004","8","Arafo",34.36,5551
"02","22","032","4","Aragüés del Puerto",64.44,115
"01","41","011","4","Arahal",201.13,19526
"07","40","019","4","Arahuetes",16.36,30
"15","31","020","7","Araitz",38.81,512
"16","48","005","9","Arakaldo",2.69,159
"15","31","025","3","Arakil",53.78,933
"16","20","012","6","Arama",1.32,200
"16","01","003","5","Aramaio",73.26,1467
"15","31","021","4","Aranarache/Aranaratxe",3.75,72
"07","42","024","3","Arancón",77.76,88
"07","09","018","3","Aranda de Duero",127.28,32856
"02","50","031","0","Aranda de Moncayo",91.2,152
"02","50","032","5","Arándiga",50.22,302
"07","09","019","6","Arandilla",26.68,160
"08","16","020","3","Arandilla del Arroyo",19.48,7
"12","15","003","2","Aranga",119.59,1849
"15","31","023","5","Aranguren",40.61,10859
"13","28","013","3","Aranjuez",201.11,59607
"15","31","024","0","Arano",13.6,116
"15","31","022","9","Arantza",31.71,597
"16","48","006","2","Arantzazu",3.54,395
"08","19","036","5","Aranzueque",21.36,380
"10","12","013","6","Arañuel",19.16,150
"07","37","032","5","Arapiles",25.26,660
"15","31","026","6","Aras",17.72,153
"10","46","041","0","Aras de los Olmos",76.04,381
"07","09","020","0","Arauzo de Miel",57.1,306
"07","09","021","7","Arauzo de Salce",18.5,58
"07","09","022","2","Arauzo de Torre",13.59,71
"08","19","037","1","Arbancón",34.93,150
"09","25","029","2","Arbeca",58.22,2144
"08","19","038","7","Arbeteta",63,22
"15","31","027","2","Arbizu",14.54,1104
"12","36","001","0","Arbo",42.66,2580
"09","43","016","7","Arboç, L'",14.21,5517
"01","04","017","6","Arboleas",66.14,4596
"09","43","015","4","Arbolí",20.9,137
"09","17","009","7","Arbúcies",86.22,6556
"08","16","905","4","Arcas",81.52,1716
"15","31","028","8","Arce/Artzi",145.44,262
"07","37","033","1","Arcediano",11.48,107
"07","49","010","4","Arcenillas",12.08,420
"14","30","009","8","Archena",16.38,19301
"01","29","016","7","Árchez",4.8,385
"01","29","017","3","Archidona",186.46,8238
"08","45","015","2","Arcicóllar",30.55,883
"07","37","034","6","Arco, El",7.1,86
"07","34","015","1","Arconada",19.43,41
"07","40","020","8","Arcones",31.75,166
"07","09","023","8","Arcos",31.44,1734
"07","42","025","6","Arcos de Jalón",441.54,1469
"01","11","006","4","Arcos de la Frontera",526.81,30700
"07","49","011","1","Arcos de la Polvorosa",12.24,221
"08","16","022","5","Arcos de la Sierra",40.5,83
"02","44","026","0","Arcos de las Salinas",112.99,119
"15","31","029","1","Arcos, Los",57.67,1134
"01","29","018","9","Ardales",106.46,2500
"02","50","033","1","Ardisa",27.28,70
"07","24","006","8","Ardón",48.65,560
"16","48","093","2","Areatza",9.12,1201
"15","31","030","5","Arellano",16.89,157
"02","22","035","8","Arén",119.42,313
"07","05","013","2","Arenal, El",27.08,973
"08","13","903","5","Arenales de San Gregorio",30.53,589
"01","29","019","2","Arenas",26.3,1156
"06","39","004","1","Arenas de Iguña",86.19,1679
"08","13","018","5","Arenas de San Juan",63.09,1011
"07","05","014","7","Arenas de San Pedro",194.62,6377
"01","18","020","5","Arenas del Rey",92.81,666
"07","42","026","9","Arenillas",30.39,21
"07","09","024","3","Arenillas de Riopisuerga",27.99,180
"02","44","027","6","Arens de Lledó",34.22,211
"09","08","006","0","Arenys de Mar",6.45,15776
"09","08","007","6","Arenys de Munt",20.73,8931
"17","26","015","9","Arenzana de Abajo",8.39,230
"17","26","016","2","Arenzana de Arriba",5.92,29
"12","15","004","7","Ares",18.31,5732
"10","12","014","1","Ares del Maestrat",118.67,186
"15","31","031","2","Areso",12.2,279
"16","20","013","2","Aretxabaleta",29.13,7128
"07","05","015","0","Arevalillo",14.97,73
"07","40","021","5","Arevalillo de Cega",11.59,20
"07","05","016","3","Arévalo",45.71,7986
"07","42","027","5","Arévalo de la Sierra",40.08,78
"08","13","019","8","Argamasilla de Alba",396.85,6838
"08","13","020","2","Argamasilla de Calatrava",167.31,5943
"13","28","014","8","Arganda del Rey",79.65,55389
"07","24","007","4","Arganza",39.99,816
"07","49","012","6","Argañín",12.64,80
"02","22","036","1","Argavieso",9.71,95
"08","19","039","0","Argecilla",40.67,64
"09","17","010","1","Argelaguer",12.63,397
"10","12","015","4","Argelita",15.47,118
"09","08","008","2","Argençola",47.26,217
"02","44","028","2","Argente",62.58,195
"09","43","017","3","Argentera, L'",9.95,124
"09","08","009","5","Argentona",25.34,12452
"08","45","016","5","Argés",23.76,6418
"06","39","005","4","Argoños",5.56,1748
"15","31","032","7","Arguedas",66.93,2272
"02","22","037","7","Arguis",62.75,127
"08","16","024","6","Arguisuelas",49.61,136
"07","49","013","2","Argujillo",23.09,242
"15","31","033","3","Aria",8.32,51
"04","07","901","3","Ariany",23.14,868
"15","31","034","8","Aribe",4.04,33
"05","38","005","1","Arico",178.93,7988
"07","09","025","6","Arija",7.02,129
"02","44","029","5","Ariño",81.93,724
"02","50","034","6","Ariza",103.08,1115
"01","23","006","3","Arjona",158.45,5542
"01","23","007","9","Arjonilla",42.56,3575
"07","09","026","9","Arlanzón",77.74,400
"08","19","040","4","Armallones",77.75,59
"15","31","035","1","Armañanzas",12.38,53
"09","17","011","8","Armentera, L'",5.85,930
"07","37","035","9","Armenteros",38.93,198
"01","18","021","2","Armilla",4.31,24174
"16","01","006","6","Armiñón",12.94,227
"07","40","022","0","Armuña",45.84,219
"01","04","018","2","Armuña de Almanzora",7.72,302
"08","19","041","1","Armuña de Tajuña",20.67,246
"17","26","017","8","Arnedillo",48.33,419
"17","26","018","4","Arnedo",85.4,14875
"09","43","018","9","Arnes",42.86,455
"12","32","003","4","Arnoia, A",20.69,1000
"06","39","006","7","Arnuero",24.7,2103
"01","21","008","4","Aroche",498.44,3073
"05","38","006","4","Arona",81.6,81216
"07","49","014","7","Arquillinos",17.64,117
"01","23","008","5","Arquillos",65.79,1734
"07","49","015","0","Arrabalde",15.77,216
"16","01","037","6","Arraia-Maeztu",123.11,726
"08","16","025","9","Arrancacepas",18.56,25
"16","48","009","7","Arrankudiaga",22.71,968
"16","20","055","1","Arrasate/Mondragón",30.83,22001
"16","48","914","5","Arratzu",10.06,418
"16","01","008","8","Arratzua-Ubarrundia",57.56,980
"07","09","027","5","Arraya de Oca",12.25,49
"05","35","004","3","Arrecife",24.28,62988
"06","39","007","3","Arredondo",46.88,452
"09","25","031","3","Arres",11.6,65
"01","29","020","6","Arriate",8.27,4102
"16","48","010","1","Arrieta",14.62,586
"16","48","011","8","Arrigorriaga",16.23,12160
"08","13","021","9","Arroba de los Montes",61.7,446
"15","31","036","4","Arróniz",55.21,1051
"07","47","010","5","Arroyo de la Encomienda",11.91,20179
"11","10","021","1","Arroyo de la Luz",128.06,5811
"08","19","042","6","Arroyo de las Fraguas",21.35,22
"11","06","012","9","Arroyo de San Serván",50.12,4107
"01","23","905","1","Arroyo del Ojanco",57.31,2288
"11","10","023","2","Arroyomolinos",115.51,797
"13","28","015","1","Arroyomolinos",20.66,31396
"11","10","022","6","Arroyomolinos de la Vera",23.19,443
"01","21","009","7","Arroyomolinos de León",86.95,953
"15","31","037","0","Arruazu",5.71,110
"17","26","019","7","Arrúbal",7.29,506
"09","25","032","8","Arsèguel",10.48,84
"04","07","006","4","Artà",139.79,7845
"15","31","038","6","Artajona",67.14,1675
"10","12","016","7","Artana",36.33,1947
"15","31","039","9","Artazu",6.03,116
"16","48","023","7","Artea",12.35,736
"12","15","005","0","Arteixo",93.68,32262
"05","35","005","6","Artenara",66.42,1069
"09","08","010","9","Artés",17.88,5698
"09","25","033","4","Artesa de Lleida",23.91,1504
"09","25","034","9","Artesa de Segre",176.52,3432
"02","50","035","9","Artieda",13.57,80
"16","48","008","4","Artzentales",36.76,721
"16","01","004","0","Artziniega",27.29,1821
"05","35","006","9","Arucas",32.84,38138
"12","15","006","3","Arzúa",155.48,6041
"09","43","019","2","Ascó",74.31,1660
"02","50","036","2","Asín",18.47,110
"09","25","036","5","Aspa",10.07,224
"07","49","016","3","Aspariegos",42.16,247
"16","01","009","1","Asparrena",65.34,1614
"10","03","019","0","Aspe",70.57,20714
"16","20","014","7","Asteasu",16.76,1551
"16","20","903","5","Astigarraga",11.91,6532
"06","39","008","9","Astillero, El",6.56,18111
"07","24","008","0","Astorga",46.78,10867
"07","34","017","0","Astudillo",122.95,995
"07","49","017","9","Asturianos",42.6,271
"01","29","021","3","Atajate",10.9,168
"11","06","013","5","Atalaya",22.68,301
"08","16","026","2","Atalaya del Cañavate",46.36,112
"07","37","037","8","Atalaya, La",24.13,114
"08","19","043","2","Atanzón",28.03,100
"07","09","029","4","Atapuerca",24.75,162
"07","47","011","2","Ataquines",42.6,583
"01","18","022","7","Atarfe",47.25,18706
"16","20","015","0","Ataun",58.73,1693
"13","28","016","4","Atazar, El",29.55,89
"02","50","037","8","Atea",34.67,151
"02","50","038","4","Ateca",84.71,1762
"15","31","040","3","Atez/Atetz",26.33,215
"08","19","044","7","Atienza",104.28,405
"16","48","091","1","Atxondo",23.24,1366
"10","46","003","9","Atzeneta d'Albaida",6.06,1165
"10","12","001","7","Atzeneta del Maestrat",71.16,1276
"10","03","001","5","Atzúbia, l'",14.67,632
"16","48","070","8","Aulesti",25.56,654
"08","19","045","0","Auñón",52.71,142
"15","31","058","1","Auritz/Burguete",19.19,231
"17","26","020","1","Ausejo",56.58,780
"07","42","028","1","Ausejo de la Sierra",20.12,89
"07","09","030","8","Ausines, Los",41.68,133
"07","34","018","6","Autilla del Pino",34.58,222
"07","34","019","9","Autillo de Campos",30.53,128
"17","26","021","8","Autol",85.28,4512
"07","05","017","9","Aveinte",12.84,86
"07","05","018","5","Avellaneda",10.23,24
"09","25","037","1","Avellanes i Santa Linya, Les",102.92,449
"07","09","032","0","Avellanosa de Muñó",36.89,108
"09","08","011","6","Avià",27.16,2226
"07","05","019","8","Ávila",230.7,57744
"03","33","004","5","Avilés",26.81,78182
"09","08","012","1","Avinyó",62.81,2275
"09","17","012","3","Avinyonet de Puigventós",12.45,1610
"09","08","013","7","Avinyonet del Penedès",29.32,1701
"12","32","004","9","Avión",121.13,1795
"16","01","010","5","Ayala/Aiara",140.74,2974
"01","21","010","1","Ayamonte",141.29,20946
"15","31","041","0","Ayegui/Aiegi",9.61,2366
"02","22","039","6","Ayerbe",63.89,1009
"07","40","024","1","Ayllón",128.95,1196
"08","02","011","7","Ayna",146.59,616
"10","12","017","3","Ayódar",24.36,159
"07","49","018","5","Ayoó de Vidriales",59.97,308
"10","46","044","6","Ayora",446.58,5312
"07","34","020","3","Ayuela",19.75,52
"15","31","042","5","Azagra",33.7,3843
"02","44","031","6","Azaila",81.44,90
"02","22","040","0","Azanuy-Alins",51.17,168
"02","22","041","7","Azara",14.49,171
"16","20","017","9","Azkoitia",54.71,11633
"02","22","042","2","Azlor",15.89,143
"01","41","012","9","Aznalcázar",449.62,4586
"01","41","013","5","Aznalcóllar",199.21,6091
"17","26","022","3","Azofra",11.84,215
"16","20","018","5","Azpeitia",69.39,14936
"11","06","014","0","Azuaga",497.89,7853
"02","50","039","7","Azuara",165.81,540
"10","12","018","9","Azuébar",23.4,315
"15","31","043","1","Azuelo",10.5,31
"08","19","046","3","Azuqueca de Henares",19.68,35009
"08","45","017","1","Azután",21.61,288
"07","37","038","4","Babilafuente",22.6,885
"01","04","019","5","Bacares",94.52,246
"11","06","015","3","Badajoz",1440.37,150702
"09","08","015","5","Badalona",20.94,220440
"17","26","023","9","Badarán",20.69,482
"02","44","032","1","Bádenas",31.31,19
"09","08","904","5","Badia del Vallès",0.93,13380
"01","41","014","0","Badolatosa",47.79,3078
"02","50","040","1","Badules",20.09,85
"02","22","043","8","Baélls",39.82,104
"01","14","007","6","Baena",362.31,19284
"01","23","009","8","Baeza",192.77,15841
"09","08","016","8","Bagà",43.11,2138
"02","44","033","7","Báguena",25.17,287
"02","50","041","8","Bagüés",30.72,17
"07","47","012","7","Bahabón",20.71,108
"07","09","033","6","Bahabón de Esgueva",21.39,81
"08","19","047","9","Baides",29.74,56
"01","23","010","2","Bailén",117.14,17667
"02","22","044","3","Bailo",164.43,267
"12","36","003","1","Baiona",34.47,12122
"09","25","039","0","Baix Pallars",129.36,335
"15","31","044","6","Bakaiku",11.77,362
"16","48","012","3","Bakio",16.59,2688
"09","25","040","4","Balaguer",57.17,17162
"01","04","904","7","Balanegra",31.59,3009
"08","02","012","2","Balazote",65.15,2334
"07","09","034","1","Balbases, Los",64.37,324
"07","24","009","3","Balboa",51.04,290
"02","50","042","3","Balconchán",19.4,16
"02","22","045","6","Baldellou",30.42,76
"12","27","004","4","Baleira",168.82,1241
"09","08","017","4","Balenyà",17.25,3821
"16","20","904","0","Baliarrain",2.7,138
"08","02","014","3","Ballestero, El",138.69,405
"08","13","022","4","Ballesteros de Calatrava",57.87,373
"02","22","046","9","Ballobar",127.73,812
"16","48","090","4","Balmaseda",22.32,7697
"10","03","020","4","Balones",11.25,131
"08","02","013","8","Balsa de Ves",76.35,158
"09","08","018","0","Balsareny",36.72,3159
"07","34","022","5","Baltanás",158.85,1191
"12","32","005","2","Baltar",93.99,962
"02","22","047","5","Banastás",4.66,295
"12","32","006","5","Bande",98.96,1528
"04","07","007","0","Banyalbufar",18.06,515
"10","03","021","1","Banyeres de Mariola",50.28,7068
"09","43","020","6","Banyeres del Penedès",12.17,3170
"09","17","015","7","Banyoles",11.02,19826
"12","15","007","9","Baña, A",98.19,3450
"17","26","024","4","Bañares",29.59,241
"07","24","010","7","Bañeza, La",19.71,10338
"07","37","039","7","Bañobárez",50.49,305
"02","44","034","2","Bañón",54.27,144
"16","01","011","2","Baños de Ebro/Mañueta",9.46,291
"01","23","011","9","Baños de la Encina",392.27,2582
"12","32","007","1","Baños de Molgas",67.64,1519
"11","10","024","7","Baños de Montemayor",21.98,759
"17","26","026","0","Baños de Río Tobía",17.59,1579
"17","26","025","7","Baños de Rioja",9.23,91
"08","19","048","5","Baños de Tajo",28.28,19
"07","09","035","4","Baños de Valdearados",36.52,324
"08","19","049","8","Bañuelos",18.77,14
"07","09","036","7","Bañuelos de Bureba",15.44,37
"07","34","024","6","Baquerín de Campos",22.11,30
"08","16","027","8","Barajas de Melo",136.81,932
"16","48","013","9","Barakaldo",25.12,100881
"12","27","901","9","Baralla",141.16,2556
"15","31","901","9","Barañáin/Barañain",1.39,20199
"07","42","029","4","Baraona",116.58,135
"15","31","045","9","Barásoain",13.94,621
"12","32","008","7","Barbadás",30.12,11037
"07","37","040","1","Barbadillo",36.1,402
"07","09","037","3","Barbadillo de Herreros",64.16,107
"07","09","038","9","Barbadillo del Mercado",15.19,142
"07","09","039","2","Barbadillo del Pez",20.76,68
"07","37","041","8","Barbalos",37.56,73
"15","31","046","2","Barbarin",8.35,55
"02","22","048","1","Barbastro",107.6,16979
"01","11","007","0","Barbate",142.17,22518
"09","25","041","1","Barbens",7.78,878
"09","43","021","3","Barberà de la Conca",26.32,473
"09","08","252","0","Barberà del Vallès",8.18,33091
"02","50","043","9","Bárboles",15.68,293
"07","40","025","4","Barbolla",26.13,158
"02","22","049","4","Barbués",19.59,78
"02","22","050","7","Barbuñales",18.75,96
"07","42","030","8","Barca",45.05,98
"02","22","051","4","Bárcabo",87.92,103
"11","06","016","6","Barcarrota",136.11,3510
"09","08","019","3","Barcelona",99.11,1636762
"07","34","025","9","Bárcena de Campos",14.54,59
"06","39","009","2","Bárcena de Cicero",36.25,4246
"06","39","010","6","Bárcena de Pie de Concha",30.54,678
"07","37","042","3","Barceo",21.13,46
"08","16","029","7","Barchín del Hoyo",65.25,89
"07","47","013","3","Barcial de la Loma",27.13,92
"07","49","019","8","Barcial del Barco",19.01,249
"08","45","018","7","Barcience",18.98,872
"07","05","021","9","Barco de Ávila, El",12.68,2312
"12","32","009","0","Barco de Valdeorras, O",85.43,13395
"07","42","031","5","Barcones",55.42,22
"02","50","044","4","Bardallur",27.34,254
"06","39","011","3","Bareyo",32.3,1950
"08","45","019","0","Bargas",89.71,10332
"15","31","047","8","Bargota",25.32,257
"15","31","048","4","Barillas",2.9,214
"07","24","011","4","Barjas",57.63,190
"05","38","007","0","Barlovento",43.5,1876
"09","25","042","6","Baronia de Rialb, La",144.65,237
"10","12","020","6","Barracas",42.15,162
"02","44","035","5","Barrachina",24.86,112
"07","05","022","4","Barraco, El",153.9,1861
"11","10","025","0","Barrado",21.29,401
"08","02","015","6","Barrax",189.86,1833
"12","27","005","7","Barreiros",72.42,2934
"16","48","014","4","Barrika",7.74,1529
"07","09","041","3","Barrio de Muñó",3.88,33
"08","19","050","1","Barriopedro",10.68,15
"07","09","043","4","Barrios de Bureba, Los",46.72,198
"07","09","044","9","Barrios de Colina",23.49,56
"07","24","012","9","Barrios de Luna, Los",94.29,314
"01","11","008","6","Barrios, Los",330.44,23642
"12","36","002","5","Barro",37.64,3680
"07","05","023","0","Barromán",20.03,185
"07","37","044","4","Barruecopardo",37.85,450
"07","34","027","8","Barruelo de Santullán",53.3,1186
"07","47","014","8","Barruelo del Valle",12.96,52
"16","01","013","3","Barrundia",97.42,883
"10","46","046","2","Barx",16.1,1277
"10","46","045","9","Barxeta",28.52,1601
"15","31","049","7","Basaburua",83.08,834
"07","40","026","7","Basardilla",19.02,153
"16","48","015","7","Basauri",7.01,40589
